D,#R,#X,#Y,B4.mu,B4.lo,B4.sd,2B.mu,DEHB-6,DEHB-6_sd,DEHB-6_time,DEHB-12,DEHB-12_sd,DEHB-12_time,DEHB-18,DEHB-18_sd,DEHB-18_time,DEHB-24,DEHB-24_sd,DEHB-24_time,DEHB-50,DEHB-50_sd,DEHB-50_time,DEHB-100,DEHB-100_sd,DEHB-100_time,DEHB-200,DEHB-200_sd,DEHB-200_time,NSGAIII-6,NSGAIII-6_sd,NSGAIII-6_time,NSGAIII-12,NSGAIII-12_sd,NSGAIII-12_time,NSGAIII-18,NSGAIII-18_sd,NSGAIII-18_time,NSGAIII-24,NSGAIII-24_sd,NSGAIII-24_time,NSGAIII-50,NSGAIII-50_sd,NSGAIII-50_time,NSGAIII-100,NSGAIII-100_sd,NSGAIII-100_time,NSGAIII-200,NSGAIII-200_sd,NSGAIII-200_time,SMAC-6,SMAC-6_sd,SMAC-6_time,SMAC-12,SMAC-12_sd,SMAC-12_time,SMAC-18,SMAC-18_sd,SMAC-18_time,SMAC-24,SMAC-24_sd,SMAC-24_time,SMAC-50,SMAC-50_sd,SMAC-50_time,SMAC-100,SMAC-100_sd,SMAC-100_time,SMAC-200,SMAC-200_sd,SMAC-200_time,TPE-6,TPE-6_sd,TPE-6_time,TPE-12,TPE-12_sd,TPE-12_time,TPE-18,TPE-18_sd,TPE-18_time,TPE-24,TPE-24_sd,TPE-24_time,TPE-50,TPE-50_sd,TPE-50_time,TPE-100,TPE-100_sd,TPE-100_time,TPE-200,TPE-200_sd,TPE-200_time,ACT-6,ACT-6_sd,ACT-6_time,ACT-12,ACT-12_sd,ACT-12_time,ACT-18,ACT-18_sd,ACT-18_time,ACT-24,ACT-24_sd,ACT-24_time,ACT-50,ACT-50_sd,ACT-50_time,ACT-100,ACT-100_sd,ACT-100_time,ACT-200,ACT-200_sd,ACT-200_time,EZR-6,EZR-6_sd,EZR-6_time,EZR-12,EZR-12_sd,EZR-12_time,EZR-18,EZR-18_sd,EZR-18_time,EZR-24,EZR-24_sd,EZR-24_time,EZR-50,EZR-50_sd,EZR-50_time,EZR-100,EZR-100_sd,EZR-100_time,EZR-200,EZR-200_sd,EZR-200_time,KM++-6,KM++-6_sd,KM++-6_time,RAND-6,RAND-6_sd,RAND-6_time,KM++-12,KM++-12_sd,KM++-12_time,RAND-12,RAND-12_sd,RAND-12_time,KM++-18,KM++-18_sd,KM++-18_time,RAND-18,RAND-18_sd,RAND-18_time,KM++-24,KM++-24_sd,KM++-24_time,RAND-24,RAND-24_sd,RAND-24_time,KM++-50,KM++-50_sd,KM++-50_time,RAND-50,RAND-50_sd,RAND-50_time,KM++-100,KM++-100_sd,KM++-100_time,RAND-100,RAND-100_sd,RAND-100_time,KM++-200,KM++-200_sd,KM++-200_time,RAND-200,RAND-200_sd,RAND-200_time,Before,Before_sd, File
78, 20000, 9, 3, 34, 1, 11, 8, 19 c, 6, 233.56, 18 b, 6, 276.42, 16 b, 5, 331.25, 13 b, 4, 300.63, 10 a, 3, 625.44, 8 a, 3, 1066.37, 6 a, 2, 1717.69, 18 b, 7, 2997.27, 14 b, 4, 5749.33, 13 b, 4, 9053.51, 12 b, 3, 17073.32, 9 a, 2, 35479.02, 8 a, 2, 86150.21, 6 a, 2, 154179.06, 19 c, 8, 5454.22, 16 b, 7, 10492.62, 15 b, 7, 12138.37, 11 a, 6, 16604.40, 8 a, 2, 30379.20, 7 a, 2, 54271.12, 6 a, 2, 72998.36, 18 b, 7, 1497.59, 14 b, 5, 2980.56, 13 b, 4, 4302.82, 11 a, 3, 6231.68, 10 a, 2, 18270.88, 9 a, 2, 33054.72, 7 a, 1, 76946.36, 21 c, 8, 20.89, 16 b, 7, 27.91, 13 b, 5, 38.70, 10 a, 5, 48.17, 9 a, 4, 89.68, 5 a, 2, 169.28, 5 a, 1, 381.14, 20 c, 7, 18.97, 13 b, 4, 34.62, 13 b, 5, 22.15, 11 a, 5, 23.31, 8 a, 3, 32.53, 6 a, 2, 42.96, 4 a, 1, 111.29, 19 c, 7, 5.61, 20 c, 7, 0.05, 14 b, 6, 13.11, 16 b, 6, 0.07, 15 b, 5, 29.42, 15 b, 4, 0.10, 13 b, 4, 50.69, 13 b, 5, 0.10, 11 a, 3, 244.25, 11 a, 3, 0.22, 7 a, 2, 891.32, 8 a, 3, 0.39, 6 a, 2, 3144.94, 6 a, 2, 0.80, 34 d, 11, pom3b.csv
80, 20000, 9, 3, 34, 1, 11, 8, 18 c, 7, 207.85, 18 c, 7, 285.49, 16 b, 6, 324.10, 15 b, 5, 279.73, 11 b, 4, 615.76, 9 a, 3, 1087.75, 7 a, 2, 1509.26, 19 c, 8, 3587.23, 15 b, 6, 5863.61, 14 b, 5, 11130.87, 13 b, 4, 15025.19, 9 a, 3, 36636.48, 7 a, 2, 85333.83, 6 a, 2, 155913.83, 20 c, 9, 4808.03, 14 b, 6, 10714.39, 13 b, 4, 11197.60, 14 b, 6, 14664.67, 9 a, 3, 22394.32, 7 a, 3, 54345.56, 6 a, 1, 66765.97, 19 c, 8, 1613.07, 15 b, 6, 2931.48, 12 b, 4, 5390.97, 12 b, 4, 8081.26, 9 a, 3, 14136.36, 7 a, 2, 33823.68, 6 a, 2, 80555.45, 19 c, 7, 23.03, 13 b, 5, 35.07, 10 a, 5, 44.91, 8 a, 4, 66.51, 6 a, 3, 109.05, 5 a, 2, 197.37, 4 a, 2, 321.05, 21 c, 7, 17.98, 13 b, 4, 20.44, 10 a, 4, 21.43, 10 a, 5, 20.98, 8 a, 3, 30.66, 6 a, 2, 40.44, 4 a, 1, 89.78, 19 c, 6, 4.31, 20 c, 6, 0.04, 16 b, 5, 12.20, 17 b, 6, 0.08, 14 b, 5, 50.24, 13 b, 4, 0.11, 11 a, 4, 49.96, 12 b, 5, 0.10, 10 a, 4, 227.72, 10 a, 3, 0.21, 8 a, 3, 846.01, 8 a, 2, 0.41, 7 a, 1, 3161.80, 6 a, 2, 0.79, 34 d, 11, pom3a.csv
95, 68640, 14, 1, 13, 0, 18, 1, 2 a, 1, 152.22, 1 a, 1, 166.65, 1 a, 1, 211.22, 1 a, 1, 221.04, 1 a, 1, 371.01, 0 a, 0, 689.45, 0 a, 0, 1057.01, 1 a, 1, 11.66, 1 a, 1, 38.47, 0 a, 0, 40.00, 0 a, 0, 46.97, 0 a, 0, 88.58, 0 a, 0, 199.33, 0 a, 0, 334.10, 2 a, 2, 766.12, 1 a, 1, 1401.40, 1 a, 1, 1682.96, 1 a, 1, 2444.50, 0 a, 1, 4608.25, 0 a, 0, 13157.13, 0 a, 0, 26650.94, 1 a, 1, 28.15, 1 a, 1, 80.95, 1 a, 1, 159.44, 1 a, 1, 189.25, 0 a, 1, 565.77, 0 a, 0, 1215.49, 0 a, 0, 2492.07, 1 a, 1, 42.72, 1 a, 0, 62.85, 1 a, 0, 84.77, 1 a, 1, 102.75, 1 a, 1, 186.36, 0 a, 1, 280.42, 0 a, 0, 523.99, 1 a, 1, 38.64, 1 a, 1, 39.96, 1 a, 1, 33.66, 1 a, 0, 40.12, 0 a, 0, 44.05, 0 a, 0, 57.05, 0 a, 0, 71.31, 1 a, 1, 4.05, 1 a, 1, 0.19, 1 a, 1, 12.90, 1 a, 1, 0.11, 1 a, 0, 24.49, 1 a, 1, 0.11, 0 a, 0, 45.96, 1 a, 1, 0.13, 0 a, 0, 202.68, 0 a, 0, 0.22, 0 a, 0, 756.78, 0 a, 0, 0.42, 0 a, 0, 2941.50, 0 a, 0, 0.68, 13 b, 18, 7z.csv
72, 10127, 19, 4, 77, 25, 13, 39, 66 e, 18, 151.58, 46 b, 9, 187.14, 58 c, 16, 262.95, 61 c, 16, 275.57, 67 e, 17, 394.51, 77 f, 12, 713.69, 41 a, 10, 1280.07, 61 d, 12, 440.01, 54 c, 10, 968.26, 42 a, 4, 1452.99, 41 a, 3, 1986.35, 39 a, 1, 3130.20, 38 a, 2, 9766.70, 36 a, 1, 20981.57, 62 d, 14, 1263.85, 57 c, 12, 2359.47, 57 c, 12, 2949.77, 48 b, 11, 3820.63, 55 c, 12, 11317.58, 43 a, 7, 26473.32, 38 a, 2, 45574.32, 54 c, 11, 272.96, 45 b, 9, 442.44, 40 a, 3, 916.62, 40 a, 3, 1293.98, 40 a, 2, 2872.19, 37 a, 5, 5127.54, 38 a, 1, 16773.58, 55 c, 13, 15.50, 46 b, 9, 34.53, 43 a, 6, 52.79, 41 a, 4, 70.47, 39 a, 5, 138.76, 36 a, 5, 279.76, 33 a, 5, 467.56, 61 d, 14, 15.46, 54 c, 11, 21.69, 45 b, 10, 22.48, 43 a, 6, 19.55, 40 a, 4, 29.87, 38 a, 4, 44.99, 37 a, 3, 90.17, 57 c, 9, 4.81, 55 c, 12, 0.04, 49 b, 10, 20.13, 53 c, 10, 0.07, 49 b, 9, 45.81, 50 b, 8, 0.09, 46 b, 6, 101.58, 47 b, 8, 0.14, 44 a, 4, 354.95, 43 a, 3, 0.22, 40 a, 2, 1247.03, 41 a, 2, 0.41, 38 a, 5, 4188.10, 38 a, 4, 0.79, 77 f, 13, BankChurners.csv
62, 53662, 17, 1, 34, 0, 8, 13, 22 c, 5, 166.33, 21 c, 5, 166.25, 19 b, 4, 214.33, 18 b, 4, 272.44, 14 a, 3, 344.88, 13 a, 2, 612.01, 11 a, 3, 980.54, 20 c, 6, 71.61, 18 b, 5, 119.14, 16 b, 2, 176.79, 16 b, 2, 225.98, 14 a, 2, 523.10, 14 a, 1, 1162.87, 13 a, 1, 2214.85, 21 c, 6, 2219.24, 18 b, 4, 3672.95, 16 b, 4, 4004.00, 14 a, 3, 5422.81, 14 a, 4, 7927.97, 14 a, 3, 15397.07, 12 a, 2, 30860.42, 20 c, 6, 47.16, 17 b, 4, 111.05, 16 b, 3, 202.26, 16 b, 3, 288.63, 14 a, 2, 767.86, 13 a, 2, 1731.16, 12 a, 2, 5072.09, 26 d, 5, 38.36, 22 c, 5, 60.22, 22 c, 4, 79.67, 21 c, 4, 99.35, 21 c, 4, 182.88, 21 c, 4, 307.57, 21 c, 4, 677.80, 27 d, 4, 33.06, 21 c, 5, 30.99, 18 b, 6, 43.11, 18 b, 5, 50.21, 14 a, 4, 54.82, 12 a, 3, 89.44, 11 a, 3, 119.44, 25 d, 3, 4.65, 25 d, 3, 0.05, 21 c, 5, 19.01, 23 c, 4, 0.10, 20 b, 5, 44.05, 22 c, 5, 0.09, 16 b, 3, 78.91, 19 b, 5, 0.11, 14 a, 2, 360.47, 18 b, 5, 0.23, 12 a, 3, 1340.97, 15 a, 3, 0.35, 10 a, 4, 5397.98, 13 a, 3, 0.59, 34 e, 8, x264.csv
58, 53662, 17, 2, 25, 0, 6, 11, 18 c, 5, 156.36, 16 b, 3, 175.79, 14 b, 3, 244.80, 13 b, 2, 270.74, 12 a, 1, 367.86, 11 a, 1, 582.95, 10 a, 1, 863.97, 15 b, 4, 56.49, 12 a, 2, 122.56, 12 a, 2, 191.86, 12 a, 2, 313.56, 11 a, 2, 489.20, 10 a, 2, 1529.68, 9 a, 3, 3003.84, 17 c, 5, 3606.31, 13 b, 3, 5600.52, 12 a, 1, 6922.52, 12 a, 2, 7513.36, 11 a, 2, 10754.38, 10 a, 2, 19379.81, 9 a, 1, 28728.15, 15 b, 4, 51.98, 13 b, 2, 131.54, 12 a, 2, 185.61, 12 a, 2, 358.58, 11 a, 1, 1082.08, 11 a, 1, 2499.98, 10 a, 1, 5270.15, 20 c, 5, 39.13, 17 c, 4, 53.90, 16 b, 4, 101.67, 16 b, 4, 101.03, 15 b, 4, 238.33, 15 b, 4, 322.69, 15 b, 4, 798.38, 18 c, 3, 26.46, 16 b, 5, 44.62, 18 c, 3, 46.87, 16 b, 4, 43.92, 12 a, 4, 64.99, 10 a, 2, 119.87, 9 a, 4, 205.49, 19 c, 2, 5.25, 19 c, 1, 0.08, 16 b, 3, 22.13, 17 c, 3, 0.10, 15 b, 4, 55.50, 17 c, 3, 0.12, 13 b, 3, 98.81, 14 b, 4, 0.16, 11 a, 2, 397.88, 13 b, 3, 0.25, 9 a, 3, 1505.25, 11 a, 2, 0.43, 8 a, 3, 6028.09, 10 a, 2, 0.65, 25 d, 6, SS-N.csv
80, 10000, 24, 4, 37, 7, 12, 13, 23 b, 5, 164.34, 21 b, 5, 232.63, 19 b, 5, 230.80, 18 b, 4, 307.47, 16 a, 3, 484.41, 14 a, 3, 859.94, 11 a, 2, 1172.28, 23 b, 4, 656.91, 21 b, 4, 1617.21, 19 b, 4, 3101.71, 18 b, 4, 3240.59, 16 a, 3, 6623.03, 15 a, 2, 20696.06, 12 a, 2, 33438.23, 24 b, 5, 3265.85, 21 b, 4, 5089.92, 18 b, 4, 6485.36, 18 b, 3, 6181.09, 15 a, 3, 15490.57, 14 a, 3, 29100.56, 12 a, 3, 36987.41, 23 b, 4, 383.93, 21 b, 4, 714.57, 19 b, 4, 1215.00, 18 b, 4, 2066.55, 15 a, 3, 5460.70, 14 a, 3, 8818.24, 12 a, 2, 27962.79, 26 c, 9, 20.55, 19 b, 6, 40.90, 15 a, 3, 62.64, 15 a, 3, 73.90, 11 a, 2, 153.29, 9 a, 2, 308.35, 8 a, 1, 611.75, 26 c, 9, 14.98, 19 b, 6, 18.26, 16 a, 5, 24.39, 17 a, 4, 31.20, 12 a, 3, 53.89, 10 a, 2, 120.59, 8 a, 1, 238.41, 23 b, 6, 7.54, 22 b, 5, 0.05, 18 b, 6, 31.37, 20 b, 5, 0.09, 19 b, 5, 94.09, 18 b, 4, 0.10, 16 a, 2, 130.94, 18 b, 4, 0.12, 15 a, 2, 547.20, 14 a, 3, 0.25, 14 a, 2, 1895.22, 14 a, 3, 0.38, 12 a, 2, 6335.19, 11 a, 2, 0.75, 37 d, 12, xomo_osp2.csv
81, 10000, 24, 4, 24, 1, 9, 5, 12 b, 4, 178.52, 11 b, 3, 245.66, 10 b, 3, 272.79, 9 b, 2, 326.74, 7 a, 3, 509.51, 5 a, 2, 684.15, 4 a, 1, 1638.22, 14 c, 4, 1032.40, 11 b, 3, 2319.31, 9 b, 2, 3621.39, 9 b, 2, 5065.72, 7 a, 2, 10420.91, 6 a, 2, 26471.43, 4 a, 2, 56497.01, 14 c, 4, 3612.42, 12 b, 4, 6554.72, 9 b, 3, 6741.47, 7 a, 3, 9124.19, 7 a, 2, 19376.29, 6 a, 2, 31044.47, 4 a, 1, 71893.92, 14 c, 4, 567.30, 11 b, 3, 1203.61, 10 b, 3, 1841.08, 9 b, 3, 2572.01, 7 a, 2, 6417.09, 5 a, 2, 13548.18, 4 a, 1, 39730.55, 14 c, 6, 19.50, 10 b, 5, 43.51, 8 a, 4, 53.95, 7 a, 4, 74.10, 4 a, 2, 152.42, 2 a, 1, 361.49, 2 a, 1, 608.85, 14 c, 4, 15.54, 8 a, 3, 19.63, 8 a, 4, 29.44, 7 a, 3, 31.27, 3 a, 1, 59.02, 3 a, 1, 107.84, 2 a, 1, 233.59, 15 c, 6, 7.58, 12 b, 5, 0.04, 11 b, 5, 39.49, 9 b, 4, 0.08, 9 b, 4, 68.33, 10 b, 4, 0.11, 8 a, 4, 126.12, 9 b, 4, 0.12, 7 a, 2, 519.56, 7 a, 3, 0.23, 5 a, 2, 1892.22, 5 a, 2, 0.39, 4 a, 2, 6396.41, 4 a, 1, 0.74, 24 d, 9, xomo_osp.csv
81, 10000, 24, 4, 26, 0, 11, 5, 13 b, 6, 158.74, 12 b, 6, 241.53, 10 b, 5, 297.24, 9 b, 5, 254.52, 7 a, 4, 498.70, 5 a, 4, 994.43, 3 a, 1, 1291.15, 14 b, 4, 1033.92, 11 b, 4, 2308.32, 9 b, 3, 4915.59, 9 b, 3, 4867.74, 7 a, 2, 11349.77, 5 a, 2, 27159.68, 3 a, 1, 56722.15, 15 c, 5, 3408.77, 11 b, 4, 6064.91, 9 b, 3, 7385.74, 9 b, 3, 9482.59, 5 a, 3, 17548.75, 4 a, 2, 30003.78, 3 a, 2, 65917.14, 14 b, 4, 752.18, 11 b, 4, 1162.97, 9 b, 4, 1872.38, 9 b, 4, 2555.17, 7 a, 3, 5948.06, 4 a, 1, 13479.75, 4 a, 1, 33484.28, 13 b, 4, 23.02, 8 a, 4, 42.86, 6 a, 3, 69.14, 6 a, 3, 86.39, 4 a, 2, 201.30, 2 a, 1, 365.91, 2 a, 1, 725.63, 13 b, 6, 14.28, 8 a, 4, 18.48, 7 a, 4, 27.64, 5 a, 3, 34.20, 3 a, 1, 58.43, 2 a, 1, 144.72, 1 a, 1, 250.62, 14 b, 6, 7.19, 13 b, 5, 0.05, 11 b, 3, 29.10, 9 b, 4, 0.07, 7 a, 5, 67.32, 9 b, 4, 0.11, 7 a, 3, 130.47, 7 a, 3, 0.12, 6 a, 2, 535.37, 6 a, 2, 0.24, 4 a, 2, 1820.25, 5 a, 2, 0.43, 3 a, 1, 6096.22, 3 a, 1, 0.76, 26 d, 11, xomo_flight.csv
92, 21759, 35, 3, 93, 34, 10, 39, 82 h, 9, 276.26, 84 h, 9, 322.37, 75 g, 12, 453.01, 80 g, 11, 477.83, 68 e, 8, 910.22, 65 e, 5, 1339.65, 67 e, 10, 2575.17, 77 g, 10, 1140.62, 75 f, 8, 2533.41, 70 f, 9, 3908.27, 69 f, 9, 5290.85, 64 e, 6, 14765.12, 58 d, 6, 26814.58, 54 c, 8, 75583.13, 77 g, 12, 8504.08, 80 g, 11, 688.23, 81 g, 10, 873.19, 77 g, 9, 1492.74, 67 e, 11, 2373.51, 60 d, 9, 6751.48, 57 d, 7, 12233.30, 78 g, 10, 791.32, 77 g, 11, 1633.75, 69 f, 13, 2659.67, 66 e, 13, 3657.17, 57 d, 8, 6638.51, 53 c, 8, 15603.37, 48 c, 6, 48679.84, 78 g, 13, 29.37, 75 g, 15, 54.59, 72 f, 14, 88.68, 70 f, 14, 132.52, 66 e, 13, 224.73, 64 e, 14, 553.58, 62 e, 13, 867.14, 75 g, 14, 22.23, 63 e, 15, 21.11, 57 d, 11, 34.73, 59 d, 14, 35.91, 44 b, 6, 66.47, 40 a, 4, 152.24, 37 a, 3, 292.47, 78 g, 12, 8.21, 71 f, 18, 0.04, 74 f, 11, 34.71, 67 e, 13, 0.08, 63 e, 13, 76.37, 63 e, 12, 0.38, 64 e, 11, 153.67, 70 f, 12, 0.19, 60 d, 8, 608.39, 53 c, 9, 0.28, 53 c, 6, 2292.67, 52 c, 5, 0.40, 51 c, 8, 8622.59, 48 c, 6, 4.12, 93 i, 10, Data_COVID19_Indonesia.csv
79, 10000, 88, 3, 52, 34, 7, 38, 44 b, 3, 310.49, 44 b, 3, 263.21, 43 b, 3, 327.85, 42 b, 3, 542.55, 40 a, 2, 1001.30, 37 a, 2, 1380.22, 35 a, 1, 2744.33, 45 c, 4, 16.47, 41 b, 3, 34.13, 41 b, 3, 41.44, 40 a, 3, 60.27, 39 a, 2, 127.32, 38 a, 1, 199.67, 36 a, 1, 434.15, 43 b, 3, 1191.51, 43 b, 2, 2283.08, 41 b, 3, 3128.93, 38 a, 3, 5876.64, 37 a, 2, 12293.34, 37 a, 2, 12013.76, 37 a, 2, 22658.01, 45 c, 4, 58.91, 41 b, 3, 50.61, 40 a, 3, 138.98, 40 a, 3, 197.49, 38 a, 3, 504.42, 37 a, 2, 1202.94, 36 a, 1, 2913.71, 44 b, 4, 28.40, 42 b, 3, 64.94, 40 a, 2, 104.79, 39 a, 2, 143.35, 37 a, 1, 303.03, 35 a, 1, 607.70, 35 a, 1, 1225.58, 44 b, 4, 17.20, 43 b, 3, 21.26, 40 b, 3, 24.03, 40 a, 2, 28.42, 39 a, 1, 51.85, 38 a, 1, 85.39, 37 a, 1, 261.25, 42 b, 3, 9.93, 44 b, 4, 0.04, 43 b, 3, 40.66, 43 b, 3, 0.07, 41 b, 3, 104.12, 40 a, 3, 0.09, 40 b, 2, 182.94, 41 b, 2, 0.34, 39 a, 2, 717.48, 39 a, 2, 0.22, 38 a, 1, 2559.69, 38 a, 2, 0.40, 37 a, 2, 8574.10, 37 a, 1, 0.66, 52 d, 7, billing10k.csv
93, 166975, 35, 1, 2, 0, 3, 0, 0 a, 0, 303.96, 0 a, 0, 422.72, 0 a, 0, 558.74, 0 a, 0, 717.84, 0 a, 0, 1148.12, 0 a, 0, 2415.49, 0 a, 0, 4563.47, 0 a, 0, 133.06, 0 a, 0, 172.82, 0 a, 0, 299.57, 0 a, 0, 352.59, 0 a, 0, 714.23, 0 a, 0, 1577.96, 0 a, 0, 2867.59, 0 a, 0, 3164.29, 0 a, 0, 6080.44, 0 a, 0, 7363.67, 0 a, 0, 9236.98, 0 a, 0, 16700.83, 0 a, 0, 26439.89, 0 a, 0, 54548.90, 0 a, 0, 102.54, 0 a, 0, 296.40, 0 a, 0, 649.77, 0 a, 0, 634.06, 0 a, 0, 1727.62, 0 a, 0, 3351.69, 0 a, 0, 8211.03, 0 a, 0, 104.33, 0 a, 0, 248.44, 0 a, 0, 197.55, 0 a, 0, 313.73, 0 a, 0, 561.36, 0 a, 0, 895.17, 0 a, 0, 1696.13, 0 a, 0, 76.60, 0 a, 0, 126.08, 0 a, 0, 94.87, 0 a, 0, 82.47, 0 a, 0, 149.03, 0 a, 0, 139.15, 0 a, 0, 246.18, 0 a, 0, 8.38, 0 a, 0, 2.22, 0 a, 0, 41.57, 0 a, 0, 0.12, 0 a, 0, 80.34, 0 a, 0, 0.12, 0 a, 0, 140.43, 0 a, 0, 0.15, 0 a, 0, 599.32, 0 a, 0, 0.22, 0 a, 0, 2408.75, 0 a, 0, 0.37, 0 a, 0, 9754.70, 0 a, 0, 13.62, 2 b, 3, javagc.csv
84, 10000, 124, 3, 52, 28, 8, 32, 42 c, 4, 296.51, 41 c, 4, 406.48, 37 b, 4, 566.15, 36 b, 3, 609.87, 33 a, 2, 1137.22, 30 a, 2, 2041.17, 29 a, 1, 3501.04, 42 c, 5, 29.79, 38 b, 3, 41.52, 37 b, 3, 59.90, 36 b, 2, 76.06, 34 a, 3, 134.29, 33 a, 2, 284.72, 29 a, 1, 606.07, 41 c, 4, 3476.52, 39 b, 4, 7134.36, 37 b, 4, 9454.97, 35 b, 3, 11573.92, 32 a, 2, 18031.18, 31 a, 3, 23976.95, 31 a, 3, 28307.63, 42 c, 5, 69.53, 37 b, 3, 117.07, 36 b, 3, 166.37, 35 b, 3, 257.39, 33 a, 3, 643.48, 31 a, 2, 1643.71, 31 a, 2, 3107.29, 40 c, 6, 44.06, 36 b, 4, 94.27, 34 a, 3, 183.02, 33 a, 3, 248.87, 30 a, 2, 529.10, 29 a, 1, 866.75, 28 a, 1, 1812.84, 43 c, 5, 18.35, 40 c, 4, 32.61, 37 b, 3, 40.03, 36 b, 4, 46.88, 33 a, 3, 74.80, 32 a, 3, 129.65, 31 a, 2, 221.38, 44 c, 6, 13.61, 40 c, 5, 0.04, 39 b, 3, 55.28, 40 c, 5, 0.06, 37 b, 3, 127.39, 38 b, 4, 0.09, 36 b, 3, 244.69, 36 b, 4, 0.12, 35 b, 3, 962.89, 36 b, 3, 0.21, 34 a, 2, 3597.35, 33 a, 2, 0.40, 32 a, 3, 11302.23, 32 a, 2, 0.68, 52 d, 8, Scrum10k.csv
86, 10000, 128, 3, 53, 25, 9, 29, 41 c, 7, 266.68, 39 c, 6, 469.50, 37 b, 6, 541.88, 36 b, 5, 750.88, 33 b, 5, 1215.11, 30 a, 3, 2284.01, 29 a, 2, 4118.10, 41 c, 4, 33.08, 40 c, 4, 66.17, 38 b, 4, 82.48, 37 b, 4, 134.23, 33 b, 3, 264.12, 32 b, 2, 489.29, 31 a, 3, 908.47, 41 c, 5, 2458.59, 38 b, 5, 3684.31, 36 b, 4, 4775.80, 35 b, 4, 10385.48, 32 a, 3, 19698.45, 31 a, 2, 38374.28, 30 a, 3, 80386.01, 41 c, 4, 70.93, 39 c, 4, 89.85, 38 b, 4, 236.50, 37 b, 4, 383.08, 35 b, 3, 826.29, 33 b, 4, 1911.97, 33 b, 3, 5133.44, 41 c, 6, 38.90, 34 b, 5, 101.22, 31 a, 5, 172.57, 30 a, 4, 233.33, 27 a, 2, 519.30, 26 a, 1, 1047.42, 25 a, 0, 2136.57, 41 c, 6, 18.45, 36 b, 3, 24.59, 35 b, 5, 27.21, 34 b, 3, 47.59, 30 a, 3, 70.78, 29 a, 2, 144.30, 28 a, 3, 367.03, 40 c, 4, 15.53, 42 c, 6, 0.04, 37 b, 5, 119.31, 37 b, 6, 0.06, 36 b, 4, 165.57, 35 b, 4, 0.10, 36 b, 3, 260.93, 35 b, 4, 0.32, 33 b, 5, 1071.90, 33 b, 4, 0.21, 29 a, 2, 4019.18, 31 a, 3, 0.36, 29 a, 3, 12424.99, 29 a, 3, 0.73, 53 d, 9, FFM-125-25-0.50-SAT-1.csv
81, 100000, 124, 3, 53, 31, 7, 35, 45 c, 3, 258.40, 44 c, 3, 422.47, 41 b, 2, 470.79, 40 b, 3, 609.37, 37 b, 3, 1175.86, 35 a, 2, 2578.13, 33 a, 1, 4003.21, 44 c, 4, 59.30, 42 b, 4, 102.26, 41 b, 3, 111.21, 39 b, 3, 127.73, 38 b, 3, 262.35, 37 a, 3, 555.45, 34 a, 2, 1350.56, 44 c, 4, 3511.09, 42 b, 4, 5485.87, 40 b, 4, 6288.25, 40 b, 3, 8882.01, 36 a, 2, 15958.90, 34 a, 2, 24638.83, 33 a, 2, 19802.85, 44 c, 4, 56.94, 40 b, 3, 123.46, 39 b, 3, 223.08, 38 b, 3, 287.56, 37 a, 2, 841.69, 35 a, 2, 1693.53, 34 a, 2, 4756.01, 45 c, 3, 113.21, 41 b, 4, 180.86, 39 b, 3, 208.15, 39 b, 3, 267.67, 35 a, 2, 539.74, 34 a, 2, 1054.64, 33 a, 1, 2086.43, 45 c, 4, 75.79, 43 c, 4, 61.51, 40 b, 3, 84.58, 39 b, 3, 68.65, 38 b, 2, 93.71, 36 a, 2, 167.18, 35 a, 2, 221.88, 43 c, 5, 13.34, 45 c, 3, 2.01, 43 c, 3, 69.41, 42 c, 4, 0.13, 41 b, 3, 127.47, 41 b, 3, 0.40, 40 b, 2, 236.40, 40 b, 3, 0.17, 39 b, 2, 1001.08, 39 b, 3, 0.27, 38 b, 2, 4130.06, 37 a, 2, 0.50, 36 a, 2, 15658.76, 36 a, 2, 0.82, 53 d, 7, Scrum100k.csv
